,Title,Organization,Skills,Ratings,Review counts,Metadata
264,Investment Management with Python and Machine Learning,EDHEC Business School," Investment Management, Finance, Python Programming, Data Analysis, Computer Programming, Machine Learning, Statistical Programming, Applied Machine Learning, Financial Analysis, Machine Learning Algorithms, Risk Management, Statistical Machine Learning, Data Analysis Software, Data Management, Data Mining, Natural Language Processing, Human Learning, Big Data, Computer Science",4.6,4.6(1.7K reviews),Beginner · Specialization · 3 - 6 Months
265,Cybersecurity Attack and Defense Fundamentals,EC-Council," Network Security, Security Engineering, System Security, Computer Networking, Computer Security Incident Management, Software Security, Computer Security Models, Mobile Security, Cyberattacks, Security Software, Internet Of Things, Network Architecture, Cloud Computing, Kubernetes, Regulations and Compliance",4.6,4.6(306 reviews),Beginner · Specialization · 3 - 6 Months
266,AI & Law,Lund University," Human Computer Interaction, Human Learning, Machine Learning, Applied Machine Learning, Decision Making, Machine Learning Algorithms, Critical Thinking, Leadership and Management, Process Analysis, Regulations and Compliance",4.7,4.7(397 reviews),Beginner · Course · 1 - 4 Weeks
267,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Hebrew University of Jerusalem," Computational Logic, Computer Architecture, Computer Programming, Hardware Design, Theoretical Computer Science, Computer Programming Tools, Critical Thinking, Problem Solving, Systems Design",4.9,4.9(3.5K reviews),Mixed · Course · 1 - 3 Months
268,Branding: The Creative Journey,IE Business School," Brand Management, Marketing, Leadership and Management, Advertising, Communication, Strategy, Creativity, Strategy and Operations, User Experience, Customer Analysis, Design and Product, Media Strategy & Planning, Customer Relationship Management, Customer Success, Customer Support, Social Media, Storytelling, User Experience Design, Visual Design, Graphic Design, Journalism",4.6,4.6(1.4K reviews),Beginner · Specialization · 3 - 6 Months
269,The Manager's Toolkit: A Practical Guide to Managing People at Work,University of London," Human Resources, Leadership and Management, People Management, Conflict Management, Decision Making, Human Resources Operations, People Analysis, Performance Management, Recruitment, Business Analysis, Employee Relations, Leadership Development, Organizational Development, People Development",4.7,4.7(3.6K reviews),Mixed · Course · 1 - 3 Months
270,Talent Acquisition,HRCI," Mergers & Acquisitions, Recruitment",4.8,4.8(289 reviews),Beginner · Course · 1 - 4 Weeks
271,Convolutional Neural Networks in TensorFlow,DeepLearning.AI," Machine Learning, Deep Learning, Machine Learning Algorithms, Applied Machine Learning, Artificial Neural Networks, Computer Vision, Human Learning, Tensorflow, Python Programming, Machine Learning Software",4.7,4.7(8K reviews),Intermediate · Course · 1 - 4 Weeks
272,Reducing Gun Violence in America: Evidence for Change,Johns Hopkins University, Exploratory Data Analysis,4.7,4.7(258 reviews),Beginner · Course · 1 - 3 Months
273,Build Dynamic User Interfaces (UI) for Websites,Google," User Experience, User Research, Web Design, Web Development Tools",4.8,4.8(2.9K reviews),Beginner · Course · 1 - 3 Months
274,Introduction to Discrete Mathematics for Computer Science,University of California San Diego," Mathematics, Problem Solving, Mathematical Theory & Analysis, Algorithms, Critical Thinking, Graph Theory, Combinatorics, Computational Thinking, Probability & Statistics, Computer Programming, Python Programming, Computational Logic, General Statistics, Theoretical Computer Science, Probability Distribution, Strategy, Creativity, Experiment, Calculus, Game Theory, Visualization (Computer Graphics), Cryptography, Sales",4.5,4.5(3.4K reviews),Beginner · Specialization · 3 - 6 Months
275,Python Programming Fundamentals,Duke University," Algorithms, Computer Programming, Problem Solving, Python Programming",4.1,4.1(11 reviews),Beginner · Course · 1 - 4 Weeks
276,Epidemiology in Public Health Practice,Johns Hopkins University," Epidemiology, Data Analysis, Data Visualization, Problem Solving, Estimation",4.7,4.7(4.2K reviews),Beginner · Specialization · 3 - 6 Months
277,Foundations of Data Structures and Algorithms,University of Colorado Boulder," Algorithms, Theoretical Computer Science, Data Structures, Computer Programming, Graph Theory, Problem Solving, Computational Logic, Computational Thinking, Mathematical Theory & Analysis, Mathematics, Applied Mathematics, Python Programming",4.6,4.6(393 reviews),Advanced · Specialization · 3 - 6 Months
278,Design a User Experience for Social Good & Prepare for Jobs,Google," User Experience, Social Media, User Research, Web Design",4.8,4.8(3K reviews),Beginner · Course · 1 - 3 Months
279,Learn to Program: The Fundamentals,University of Toronto," Computer Programming, Python Programming, Computational Logic, Problem Solving, Programming Principles, Computer Programming Tools, Critical Thinking, Computational Thinking, Algorithms, Process Analysis",4.7,4.7(6.3K reviews),Beginner · Course · 1 - 3 Months
280,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,Autodesk," Computer Graphics, Computer Graphic Techniques, Design and Product, Feature Engineering, Research and Design, Software Architecture, Software Engineering, User Experience Design, Visualization (Computer Graphics)",4.7,4.7(2.5K reviews),Advanced · Course · 1 - 4 Weeks
281,Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud," DevOps, Software Engineering, Strategy and Operations, Decision Making, Leadership and Management, Operational Analysis, Performance Management, User Experience, Problem Solving, Critical Thinking",4.5,4.5(864 reviews),Intermediate · Course · 1 - 3 Months
282,Data Mining,University of Illinois at Urbana-Champaign," Machine Learning, Data Analysis, Data Mining, Machine Learning Algorithms, Natural Language Processing, Probability & Statistics, Data Visualization, Bayesian Statistics, General Statistics, Probability Distribution, Statistical Programming, Algorithms, Mathematical Theory & Analysis, Python Programming, Data Visualization Software",4.5,4.5(2.9K reviews),Intermediate · Specialization · 3 - 6 Months
283,Excel/VBA for Creative Problem Solving,University of Colorado Boulder," Spreadsheet Software, Computer Programming, Problem Solving, Microsoft Excel, Programming Principles, Data Analysis, Critical Thinking, Algorithms, Computer Programming Tools, Computational Logic, Computational Thinking",4.8,4.8(4.6K reviews),Beginner · Specialization · 3 - 6 Months
284,Excel Skills for Data Analytics and Visualization,Macquarie University," Business Analysis, Spreadsheet Software, Data Analysis, Data Analysis Software, Data Visualization, Microsoft Excel, Data Management, Exploratory Data Analysis, Statistical Visualization, Data Model, Data Structures, Data Visualization Software, Database Design, Interactive Design, Plot (Graphics), Visual Design, Big Data, Power BI",4.8,4.8(4.8K reviews),Intermediate · Specialization · 3 - 6 Months
285,"Modern Robotics:  Mechanics, Planning, and Control",Northwestern University," Mathematics, Linear Algebra, Algebra, Geometry, Computer Programming, Mathematical Theory & Analysis, Computer Programming Tools, Matlab, Python Programming, Algorithms, Critical Thinking, Problem Solving, Differential Equations, Graph Theory, Spatial Analysis, Planning, Supply Chain and Logistics",4.7,4.7(1.1K reviews),Intermediate · Specialization · 3 - 6 Months
286,Data Visualization with Python,IBM," Python Programming, Computer Programming, Data Analysis, Data Visualization",4.5,4.5(11K reviews),Intermediate · Course · 1 - 3 Months
287,Trading Strategies in Emerging Markets,Indian School of Business," Finance, Investment Management, Financial Analysis, Securities Trading, Accounting, Algorithms, Strategy, Financial Accounting, Market Analysis, Business Analysis, Statistical Analysis, Risk Management, Strategy and Operations, Account Management, Behavioral Economics, Decision Making, General Accounting, Market Research, Performance Management, Correlation And Dependence, Statistical Tests",4.2,4.2(2.6K reviews),Beginner · Specialization · 3 - 6 Months
288,Deep Neural Networks with PyTorch,IBM," Human Learning, Machine Learning, Deep Learning, Python Programming, Artificial Neural Networks, Machine Learning Algorithms, Applied Machine Learning, Algorithms, Regression, Statistical Machine Learning",4.4,4.4(1.5K reviews),Intermediate · Course · 1 - 3 Months
289,Learn English: Intermediate Grammar,"University of California, Irvine"," Writing, Communication",4.8,4.8(5.1K reviews),Intermediate · Specialization · 3 - 6 Months
290,Introduction to Computer Science and Programming,University of London," Mathematical Theory & Analysis, Mathematics, Problem Solving, Algebra, Calculus, Computer Networking, Applied Mathematics, Critical Thinking, Theoretical Computer Science, Computer Programming, Javascript",4.2,4.2(1.4K reviews),Beginner · Specialization · 3 - 6 Months
291,Leading Diverse Teams & Organizations,University of Michigan," Communication, Leadership and Management",4.8,4.8(346 reviews),Beginner · Course · 1 - 4 Weeks
292,Introduction to Cyber Security,New York University," Security Engineering, Cyberattacks, Network Security, System Security, Security Strategy, Computer Networking, Security Software, Computer Security Models, Network Architecture, Strategy, Cryptography, Problem Solving, Software Security, Algorithms, Computer Security Incident Management, Critical Thinking, Computational Thinking, BlockChain, Cloud Computing, Mobile Security",4.7,4.7(3.4K reviews),Beginner · Specialization · 3 - 6 Months
294,Investment and Portfolio Management,Rice University," Finance, Investment Management, Financial Analysis, Leadership and Management, Risk Management, Behavioral Economics, Probability & Statistics, Market Analysis, Mathematics, Statistical Tests, Business Psychology, Mathematical Theory & Analysis, Probability Distribution",4.5,4.5(2.5K reviews),Beginner · Specialization · 3 - 6 Months
295,The Pronunciation of American English,"University of California, Irvine", Communication,4.8,4.8(979 reviews),Beginner · Specialization · 3 - 6 Months
296,Natural Language Processing with Attention Models,DeepLearning.AI," Artificial Neural Networks, Deep Learning, Natural Language Processing, Machine Learning, Python Programming, Statistical Programming",4.4,4.4(949 reviews),Intermediate · Course · 1 - 4 Weeks
297,Statistics with Python,University of Michigan," General Statistics, Probability & Statistics, Statistical Analysis, Data Analysis, Statistical Tests, Basic Descriptive Statistics, Probability Distribution, Python Programming, Statistical Visualization, Statistical Programming, Mathematics, Plot (Graphics), Regression, Estimation, Correlation And Dependence, Data Visualization, Exploratory Data Analysis, Computer Programming, Bayesian Statistics",4.6,4.6(3.1K reviews),Beginner · Specialization · 1 - 3 Months
298,From Data to Insights with Google Cloud,Google Cloud," Google Cloud Platform, Cloud Computing, SQL, Databases, Data Analysis, Big Data, Cloud Platforms, Data Management, Exploratory Data Analysis, Cloud Storage, Data Analysis Software, Extract, Transform, Load, Data Model, Machine Learning, Applied Machine Learning, Human Learning, Data Visualization, Machine Learning Software, Database Theory",4.6,4.6(4.6K reviews),Beginner · Specialization · 3 - 6 Months
299,GPU Programming,Johns Hopkins University," Python Programming, Machine Learning, Computer Programming, Artificial Neural Networks, C Programming Language Family, C++ Programming, Algorithms, Data Science, Linear Algebra",2.8,2.8(72 reviews),Intermediate · Specialization · 3 - 6 Months
300,Fundamentals of Machine Learning for Healthcare,Stanford University," Critical Thinking, Machine Learning",4.8,4.8(365 reviews),Beginner · Course · 1 - 3 Months
301,SAP Professional Fundamentals,SAP," Leadership and Management, Strategy, Strategy and Operations, Business Process Management, Planning, Project Management, Business Analysis, Business Transformation, Cloud-Based Integration, Supply Chain and Logistics",4.7,4.7(411 reviews),Beginner · Course · 1 - 3 Months
302,Introduction to Computers and Operating Systems and Security,Microsoft," Cloud Computing, Computer Architecture, Operating Systems, System Security",4.8,4.8(526 reviews),Beginner · Course · 1 - 4 Weeks
303,Hands-on Introduction to Linux Commands and Shell Scripting,IBM, Linux,4.7,4.7(992 reviews),Beginner · Course · 1 - 4 Weeks
304,PwC GST Taxation Executive,PwC India," Leadership and Management, Finance, Financial Analysis, Taxes, Problem Solving",4.6,4.6(56 reviews),Beginner · Professional Certificate · 3 - 6 Months
305,C Programming with Linux,Dartmouth College," Computer Programming, Computer Programming Tools, Linux",4.6,4.6(279 reviews),Beginner · Specialization · 3 - 6 Months
306,Software Development Lifecycle,University of Minnesota," Software Engineering, Agile Software Development, Design and Product, Problem Solving, Software Architecture, Software Testing, Leadership and Management, Project Management, Scrum (Software Development), Software Engineering Tools, Continuous Delivery, Organizational Development, Product Development, User Experience, Application Development, Planning, Collaboration, Estimation, Full-Stack Web Development, Computer Programming Tools, Computer Programming, Search Engine Optimization, Conflict Management",4.7,4.7(9.1K reviews),Intermediate · Specialization · 3 - 6 Months
307,Google UX Design (DE),Google," Design and Product, User Experience Design, User Experience",4.4,4.4(38 reviews),Beginner · Professional Certificate · 3 - 6 Months
308,Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania, Health,4.8,4.8(6.1K reviews),Mixed · Course · 1 - 3 Months
309,Auditing I: Conceptual Foundations of Auditing,University of Illinois at Urbana-Champaign," Accounting, Audit, Critical Thinking, Financial Analysis, Regulations and Compliance, Risk Management, Financial Accounting, General Accounting, Leadership and Management, Finance",4.7,4.7(525 reviews),Intermediate · Course · 1 - 3 Months
310,Write Professional Emails in English,Georgia Institute of Technology," Writing, Business Communication, Professional Development",4.8,4.8(17K reviews),Mixed · Course · 1 - 3 Months
311,Fundamentals of Reinforcement Learning,University of Alberta," Machine Learning, Reinforcement Learning, Machine Learning Algorithms, Python Programming, Statistical Programming, Computer Programming, Decision Making",4.8,4.8(2.7K reviews),Intermediate · Course · 1 - 3 Months
312,Managing Cybersecurity,University System of Georgia," Security Engineering, System Security, Risk Management, Computer Security Incident Management, Leadership and Management, Security Strategy, Network Security, Strategy, Cyberattacks, Strategy and Operations, Computer Security Models, Software Security, Security Software, Computer Networking, Planning, Business Analysis, Network Architecture, Networking Hardware, Organizational Development, Operations Management, Cryptography, Network Model, Project Management, Software As A Service, Cloud Computing",4.8,4.8(1.1K reviews),Beginner · Specialization · 3 - 6 Months
313,TensorFlow: Data and Deployment,DeepLearning.AI," Machine Learning, Applied Machine Learning, Deep Learning, Tensorflow, Computer Programming, Javascript, Artificial Neural Networks, Python Programming, Data Model, Machine Learning Software, Mobile Development, Web Development, Computer Vision, Mobile Development Tools, Extract, Transform, Load, Software Framework, Visualization (Computer Graphics), iOS Development",4.6,4.6(1.4K reviews),Intermediate · Specialization · 3 - 6 Months
314,Learning Linux for LFCA Certification,LearnQuest," Operating Systems, Linux, System Software, Cloud Computing, Computer Networking, DevOps, Network Security, Cloud Platforms, Computer Programming Tools, Software Engineering Tools, System Security, Application Development, Cloud Applications, Devops Tools, Security Engineering, System Programming, Information Technology",4.5,4.5(849 reviews),Beginner · Specialization · 3 - 6 Months
315,Understanding Research Methods,University of London," Planning, Writing",4.6,4.6(7.1K reviews),Mixed · Course · 1 - 4 Weeks
316,Teach English Now! Foundational Principles,Arizona State University, Mergers & Acquisitions,4.9,4.9(14K reviews),Mixed · Course · 1 - 3 Months
317,Learn English: Advanced Grammar and Punctuation,"University of California, Irvine", Writing,4.8,4.8(2.5K reviews),Advanced · Specialization · 3 - 6 Months
318,Social Media Marketing,Northwestern University," Marketing, Social Media, Communication, Digital Marketing, Media Strategy & Planning, Market Research, Strategy, Marketing Management, Brand Management, Advertising, Customer Analysis, Entrepreneurship, Decision Making, Market Analysis, Research and Design, People Management, Persona Research",4.6,4.6(5.3K reviews),Beginner · Specialization · 3 - 6 Months
319,Introductory C Programming,Duke University," Python Programming, Computer Programming, C Programming Language Family, Algorithms, Computational Logic, Critical Thinking, Problem Solving, Process Analysis, Programming Principles, Computer Programming Tools, Data Visualization, Theoretical Computer Science, Computational Thinking, Software Testing, Writing, Software Engineering, User Experience",4.6,4.6(7.1K reviews),Beginner · Specialization · 3 - 6 Months
320,"The Sustainable Development Goals – A global, transdisciplinary vision for the future",University of Copenhagen, Critical Thinking,4.8,4.8(4.3K reviews),Beginner · Course · 1 - 4 Weeks
321,Inclusive Leadership: The Power of Workplace Diversity,University of Colorado System," Collaboration, Communication, Leadership Development, Leadership and Management, Culture, Emotional Intelligence",4.9,4.9(1.7K reviews),Beginner · Course · 1 - 4 Weeks
322,Supply Chain Logistics,Rutgers the State University of New Jersey," Continuous Delivery, Inventory Management, Leadership and Management, Material Handling, Planning, Shipping and Receiving, Store Management, Strategy and Operations, Supply Chain Systems, Supply Chain and Logistics, Transportation Operations Management, Warehouse Management",4.8,4.8(10K reviews),Beginner · Course · 1 - 4 Weeks
323,Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai," Bioinformatics, Probability & Statistics, Mathematics, Differential Equations, Network Analysis, Graph Theory, Matlab",4.4,4.4(936 reviews),Intermediate · Specialization · 3 - 6 Months
324,Introduction to Back-End Development,Meta," HTML and CSS, React (web framework), Web Development, Front-End Web Development, Web Design, Web Development Tools",4.8,4.8(2.7K reviews),Beginner · Course · 1 - 4 Weeks
325,Fundamentos del marketing digital y comercio electrónico,Google," E-Commerce, Marketing, Strategy",4.9,4.9(900 reviews),Beginner · Course · 1 - 4 Weeks
326,Sales and CRM Overview,Salesforce," Customer Relationship Management, Sales, Databases, Sales Systems, Salesforce, B2B Sales, Customer Success, Leadership and Management, Marketing, Operations Management",4.5,4.5(882 reviews),Beginner · Course · 1 - 4 Weeks
327,Gender Analytics: Gender Equity through Inclusive Design,University of Toronto," Research and Design, Critical Thinking, Organizational Development, People Analysis, Business Analysis, Decision Making, Data Analysis, Emotional Intelligence, Leadership and Management, People Development, Strategy and Operations, Business Psychology, Communication, Data Management, Human Resources, Leadership Development, Problem Solving, Strategy, User Experience Design, Change Management, General Statistics, Human Computer Interaction, Innovation, Probability & Statistics, Statistical Analysis, User Experience, Creativity, Market Research",4.8,4.8(488 reviews),Beginner · Specialization · 3 - 6 Months
328,IA para todos,DeepLearning.AI," Artificial Neural Networks, Deep Learning, Human Learning, Machine Learning, Algorithms, Applied Machine Learning, Machine Learning Algorithms, Media Strategy & Planning, Natural Language Processing, Strategy and Operations, Leadership and Management",4.9,4.9(1.1K reviews),Beginner · Course · 1 - 4 Weeks
329,Google Data Analytics (DE),Google," Design and Product, Data Analysis, Software Engineering, Microsoft Excel, Business Analysis, Computer Programming, SQL",4.4,4.4(28 reviews),Beginner · Professional Certificate · 3 - 6 Months
330,Uncommon Sense Teaching,Deep Teaching Solutions," Human Learning, Planning, Entrepreneurship",4.9,4.9(621 reviews),Beginner · Specialization · 1 - 3 Months
331,Introduction to Operations Management,University of Pennsylvania," Leadership and Management, Operations Management",4.4,4.4(2.6K reviews),Beginner · Course · 1 - 4 Weeks
332,Professionalism in Allied Health,MedCerts," Communication, Leadership and Management",4.8,4.8(130 reviews),Beginner · Course · 1 - 3 Months
333,Industrial IoT Markets and Security,University of Colorado Boulder," Internet Of Things, Computer Networking, Network Security, Security Engineering, System Security, Market Research, Network Analysis, Operations Management, Software Security, Software-Defined Networking",4.7,4.7(461 reviews),Intermediate · Course · 1 - 3 Months
334,Salesforce Fundamentals,"University of California, Irvine"," Cloud Computing, Data Management, Leadership and Management, Salesforce",4.3,4.3(230 reviews),Beginner · Specialization · 1 - 3 Months
335,Customer Relationship Management,Starweaver," Customer Relationship Management, Leadership and Management, Problem Solving",4.6,4.6(36 reviews),Beginner · Course · 1 - 4 Weeks
336,Devenir entrepreneur du changement,HEC Paris," Entrepreneurship, Leadership and Management, Strategy, Professional Development, Strategy and Operations, Change Management, Collaboration, Communication, Creativity, Innovation, Organizational Development, Planning",4.7,4.7(596 reviews),Mixed · Course · 1 - 3 Months
337,Sustainable Cities,Johns Hopkins University, Planning,4.6,4.6(195 reviews),Intermediate · Specialization · 3 - 6 Months
338,تصميم تجربة المستخدم من Google,Google, Problem Solving,4.7,4.7(81 reviews),Beginner · Professional Certificate · 3 - 6 Months
339,Managerial Economics and Business Analysis,University of Illinois at Urbana-Champaign," Market Analysis, Finance, Business Analysis, Financial Analysis, Data Analysis, Behavioral Economics, Decision Making, Econometrics, Probability & Statistics, Accounting, Banking, General Statistics, Statistical Analysis, Leadership and Management, Basic Descriptive Statistics, Exploratory Data Analysis, Financial Accounting, Financial Management, Strategy and Operations, Investment Management, Market Research, Probability Distribution, Regulations and Compliance, Marketing, Risk Management, Securities Trading, Statistical Tests, Correlation And Dependence, Securities Sales, Strategy, Taxes, Game Theory, Regression, Microsoft Excel",4.8,4.8(3.9K reviews),Beginner · Specialization · 3 - 6 Months
340,Introduction to Hardware and Operating Systems,IBM," Operating Systems, Computer Networking, IBM Cloud",4.8,4.8(915 reviews),Beginner · Course · 1 - 3 Months
341,"Python, Bash and SQL Essentials for Data Engineering",Duke University," Computer Programming, Programming Principles, Python Programming, Computer Programming Tools, Data Management, Data Structures, Cloud Applications, Databases, Software Engineering Tools, SQL, Exploratory Data Analysis, Operating Systems, Amazon Web Services, Data Analysis, Extract, Transform, Load, Cloud Engineering, Cloud Platforms, DevOps, Machine Learning, Problem Solving, Small Data, Big Data, Computational Logic, Linux, Database Application",4.5,4.5(314 reviews),Beginner · Specialization · 3 - 6 Months
342,Marketing en redes sociales de Meta,Meta," Communication, Marketing, Social Media, Advertising, Marketing Management, Strategy, Media Strategy & Planning, Market Analysis, Strategy and Operations, Leadership and Management, Product Marketing, Brand Management, Digital Marketing, E-Commerce, Decision Making, Influencing, Public Relations, Planning, User Experience, Budget Management, Business Analysis, Entrepreneurship, Statistical Analysis, Emotional Intelligence",4.9,4.9(910 reviews),Beginner · Professional Certificate · 3 - 6 Months
343,Survey Data Collection and Analytics,University of Michigan," General Statistics, Probability & Statistics, Survey Creation, Research and Design, Data Analysis, Big Data, People Analysis, Statistical Analysis, Process Analysis, Data Management, Market Research, Social Media, Critical Thinking, Decision Making, Estimation, Market Analysis, Scientific Visualization, Communication, Human Learning",4.3,4.3(1.3K reviews),Beginner · Specialization · 3 - 6 Months
344,Interaction Design,University of California San Diego," Probability & Statistics, Experiment, Statistical Tests, Human Computer Interaction, User Experience, R Programming, Statistical Programming, User Experience Design, Data Analysis, General Statistics, Statistical Analysis, User Research, Visual Design, Probability Distribution, Regression, Collaboration",4.5,4.5(3.9K reviews),Intermediate · Specialization · 3 - 6 Months
345,"Teaching with Art: Using Inquiry, Activities, and Themes",The Museum of Modern Art," Critical Thinking, Creativity",4.8,4.8(1.9K reviews),Intermediate · Specialization · 3 - 6 Months
346,1. 基礎知識：データはあらゆるところにある,Google," Data Analysis, Business Analysis, Data Visualization, Decision Making, Problem Solving, Process Analysis, Data Management, Exploratory Data Analysis, SQL, Visualization (Computer Graphics)",4.7,4.7(207 reviews),Beginner · Course · 1 - 3 Months
347,Arts and Heritage Management,Università Bocconi," Leadership and Management, Marketing, Strategy, Communication, Customer Relationship Management, Organizational Development, Strategy and Operations, Brand Management, Business Process Management, Culture",4.8,4.8(1.3K reviews),Mixed · Course · 1 - 3 Months
355,Foundations of Data Science,Google," Communication, Data Analysis, Planning, Project Management",4.7,4.7(1.5K reviews),Advanced · Course · 1 - 3 Months
356,Data Science Math Skills,Duke University," Data Analysis, General Statistics, Probability & Statistics, Problem Solving, Statistical Analysis, Algebra, Calculus, Critical Thinking",4.5,4.5(12K reviews),Beginner · Course · 1 - 3 Months
360,SQL für Data Science,"University of California, Davis", SQL,4.4,4.4(21 reviews),Beginner · Course · 1 - 4 Weeks
363,The Power of Statistics,Google," General Statistics, Probability Distribution, Python Programming, Statistical Analysis",4.8,4.8(351 reviews),Advanced · Course · 1 - 3 Months
364,Data Science Foundations: Statistical Inference,University of Colorado Boulder," Probability & Statistics, General Statistics, Probability Distribution, Estimation, Statistical Tests, Mathematics, Correlation And Dependence, Calculus",4.4,4.4(186 reviews),Intermediate · Specialization · 3 - 6 Months
365,Foundations of Data Science: K-Means Clustering in Python,University of London," Data Analysis, Computer Programming, Python Programming, Statistical Analysis, Statistical Programming, Basic Descriptive Statistics, Data Visualization, General Statistics, Machine Learning, Machine Learning Algorithms",4.6,4.6(628 reviews),Beginner · Course · 1 - 3 Months
366,Data Science Fundamentals,"University of California, Irvine"," Data Analysis, Machine Learning, Probability & Statistics, Regression, Data Model, Exploratory Data Analysis, General Statistics, Statistical Analysis, Business Analysis, Business Intelligence, Data Mining",4.3,4.3(193 reviews),Beginner · Specialization · 3 - 6 Months
367,Applied Data Science with R,IBM," Data Analysis, R Programming, Computer Programming, Statistical Programming, Data Management, Data Visualization, Databases, Exploratory Data Analysis, Statistical Analysis, Data Analysis Software, Data Structures, Plot (Graphics), Statistical Visualization, Basic Descriptive Statistics, Interactive Data Visualization, SQL, Database Application, Extract, Transform, Load, General Statistics, Visualization (Computer Graphics), Programming Principles, Data Model, Database Administration, Database Design, Database Theory, Computer Programming Tools, Correlation And Dependence, Visual Design, Statistical Tests, Data Science",4.5,4.5(845 reviews),Beginner · Specialization · 3 - 6 Months
368,Process Mining: Data science in Action,Eindhoven University of Technology," Process Analysis, Data Analysis, Data Mining",4.7,4.7(1.2K reviews),Intermediate · Course · 1 - 3 Months
370,Statistics for Data Science with Python,IBM," Data Analysis, General Statistics, Probability & Statistics, Basic Descriptive Statistics, Python Programming, Statistical Analysis, Statistical Tests, Mathematical Theory & Analysis, Statistical Programming, Data Visualization, Probability Distribution",4.5,4.5(357 reviews),Mixed · Course · 1 - 3 Months
371,Expressway to Data Science: Essential Math,University of Colorado Boulder," Mathematics, Algebra, Calculus, Linear Algebra, Mathematical Theory & Analysis, Differential Equations, Plot (Graphics), Problem Solving, Applied Mathematics, Graph Theory",4.5,4.5(325 reviews),Intermediate · Specialization · 3 - 6 Months
372,Data Science Coding Challenge: Loan Default Prediction,Coursera Project Network," Data Analysis, Data Science, Machine Learning, Python Programming",4.7,4.7(54 reviews),Intermediate · Guided Project · Less Than 2 Hours
373,Code Free Data Science,University of California San Diego," Data Analysis, Big Data, Data Analysis Software, Data Management, Data Mining, Machine Learning, Algorithms, Data Model, Data Visualization Software, Decision Making",4.3,4.3(193 reviews),Beginner · Course · 1 - 4 Weeks
374,Python for Data Science,Fractal Analytics," Data Analysis, Exploratory Data Analysis, Feature Engineering",3.7,3.7(29 reviews),Beginner · Course · 1 - 3 Months
375,Data Science Methods for Quality Improvement,University of Colorado Boulder," Data Analysis, General Statistics, R Programming",4.4,4.4(36 reviews),Intermediate · Specialization · 3 - 6 Months
377,The Path to Insights: Data Models and Pipelines,Google," Data Management, Data Model, Extract, Transform, Load",4.7,4.7(313 reviews),Advanced · Course · 1 - 4 Weeks
378,Python for Data Analysis: Pandas & NumPy,Coursera Project Network," Data Analysis, Python Programming, Data Science",4.4,4.4(241 reviews),Beginner · Guided Project · Less Than 2 Hours
380,Tidyverse Skills for Data Science in R,Johns Hopkins University," R Programming, Data Management, Data Analysis, Data Structures, Data Visualization, Databases, Extract, Transform, Load, Plot (Graphics), Database Design, Leadership and Management, Programming Principles, Computer Programming, Database Theory, Regression, General Statistics, Statistical Analysis, Statistical Programming",4.5,4.5(88 reviews),Beginner · Specialization · 3 - 6 Months
382,Statistics For Data Science,Coursera Project Network," General Statistics, Statistical Analysis, Basic Descriptive Statistics",4.0,4.0(19 reviews),Beginner · Guided Project · Less Than 2 Hours
384,Data Analytics for Lean Six Sigma,University of Amsterdam," Probability & Statistics, Data Visualization, General Statistics, Statistical Visualization, Basic Descriptive Statistics, Correlation And Dependence, Data Analysis, Statistical Tests, Minitab",4.8,4.8(3.2K reviews),Beginner · Course · 1 - 3 Months
385,Data-driven Decision Making,PwC," Big Data, Business Analysis, Data Analysis, Data Management, Data Visualization, Decision Making, Business Process Management, Critical Thinking, Data Analysis Software, Data Structures",4.6,4.6(6K reviews),Beginner · Course · 1 - 4 Weeks
388,Introduction to Machine Learning,Duke University," Artificial Neural Networks, Machine Learning, Natural Language Processing, Python Programming, Regression",4.7,4.7(3.4K reviews),Intermediate · Course · 1 - 3 Months
389,Applied Data Science for Data Analysts,Databricks," Machine Learning, Machine Learning Algorithms, Algorithms, Human Learning, Python Programming, Applied Machine Learning, Regression, Data Analysis, Feature Engineering, SQL, Data Science",4.5,4.5(45 reviews),Intermediate · Course · 1 - 3 Months
390,Database systems,Universidad Nacional Autónoma de México," Databases, SQL, Business Intelligence, Data Warehousing, Leadership and Management, NoSQL",4.3,4.3(669 reviews),Intermediate · Specialization · 3 - 6 Months
391,Supply Chain Analytics,Rutgers the State University of New Jersey," Data Analysis, Supply Chain Systems, Supply Chain and Logistics, Strategy and Operations, Leadership and Management, Inventory Management, Operations Management, Business Analysis, Planning, Operational Analysis, Market Analysis, Strategy, Business Intelligence, Process Analysis, Business Process Management, Forecasting, Transportation Operations Management, Warehouse Management, Data Management, Probability & Statistics, Statistical Analysis, General Statistics, Statistical Visualization, Data Model, Regression, Business Research, Statistical Tests, Basic Descriptive Statistics, Retail Sales, Data Visualization, Data Science",4.6,4.6(2K reviews),Beginner · Specialization · 3 - 6 Months
